0.00	11.171
0.01	11.171
0.02	11.171
0.03	11.171
0.04	11.171
0.05	11.171
0.06	11.171
0.07	11.171
0.08	10.716
0.09	10.716
0.10	10.716
0.11	10.716
0.12	10.716
0.13	10.716
0.14	10.716
0.15	10.716
0.16	10.716
0.17	10.716
0.18	10.106
0.19	10.106
0.20	10.106
0.21	10.106
0.22	10.106
0.23	10.106
0.24	10.106
0.25	10.106
0.26	10.106
0.27	10.106
0.28	10.106
0.29	9.426
0.30	9.426
0.31	9.426
0.32	9.426
0.33	9.426
0.34	9.426
0.35	9.426
0.36	9.426
0.37	9.426
0.38	9.426
0.39	9.426
0.40	8.724
0.41	8.724
0.42	8.724
0.43	8.724
0.44	8.724
0.45	8.724
0.46	8.724
0.47	8.724
0.48	8.724
0.49	8.724
0.50	8.724
0.51	8.724
0.52	8.284
0.53	8.284
0.54	8.284
0.55	8.284
0.56	8.284
0.57	8.284
0.58	8.284
0.59	8.284
0.60	8.284
0.61	8.284
0.62	8.284
0.63	8.284
0.64	8.284
0.65	7.708
0.66	7.708
0.67	7.708
0.68	7.708
0.69	7.708
0.70	7.708
0.71	7.708
0.72	7.708
0.73	7.708
0.74	7.708
0.75	7.708
0.76	7.708
0.77	7.708
0.78	7.708
0.79	7.299
0.80	7.299
0.81	7.299
0.82	7.299
0.83	7.299
0.84	7.299
0.85	7.299
0.86	7.299
0.87	7.299
0.88	7.299
0.89	7.299
0.90	7.299
0.91	7.299
0.92	7.299
0.93	7.299
0.94	6.445
0.95	6.445
0.96	6.445
0.97	6.445
0.98	6.445
0.99	6.445
1.00	6.445
1.01	6.445
1.02	6.445
1.03	6.445
1.04	6.445
1.05	6.445
1.06	6.445
1.07	6.445
1.08	6.445
1.09	6.445
1.10	6.445
1.11	6.445
1.12	6.445
1.13	6.445
1.14	6.445
1.15	6.445
1.16	6.445
1.17	6.445
1.18	0.000
1.19	0.000
1.20	0.000
1.21	0.000
1.22	0.000
1.23	0.000
1.24	0.000
1.25	0.000
1.26	-13.351
1.27	-13.351
1.28	-13.351
1.29	-13.351
1.30	-23.817
1.31	-23.817
1.32	-23.817
1.33	-31.163
1.34	-31.163
1.35	-31.163
1.36	-37.747
1.37	-37.747
1.38	-42.164
1.39	-42.164
1.40	-46.418
1.41	-46.418
1.42	-46.418
1.43	-49.099
1.44	-52.053
1.45	-52.053
1.46	-54.159
1.47	-54.159
1.48	-56.318
1.49	-56.318
1.50	-57.796
1.51	-59.810
1.52	-59.810
1.53	-60.808
1.54	-60.808
1.55	-62.558
1.56	-63.015
1.57	-63.015
1.58	-64.393
1.59	-64.992
1.60	-64.992
1.61	-66.624
1.62	-67.159
1.63	-67.159
1.64	-69.345
1.65	-69.075
1.66	-69.075
1.67	-70.683
1.68	-70.549
1.69	-71.821
1.70	-71.821
1.71	-71.528
1.72	-72.814
1.73	-72.814
1.74	-72.251
1.75	-73.564
1.76	-72.343
1.77	-72.343
1.78	-73.171
1.79	-72.521
1.80	-72.521
1.81	-72.825
1.82	-71.692
1.83	-72.692
1.84	-72.692
1.85	-71.640
1.86	-72.202
1.87	-70.678
1.88	-70.678
1.89	-71.385
1.90	-70.360
1.91	-70.360
1.92	-70.370
1.93	-69.376
1.94	-69.376
1.95	-69.288
1.96	-67.840
1.97	-67.840
1.98	-68.299
1.99	-66.954
2.00	-66.954
2.01	-67.642
2.02	-66.238
2.03	-66.238
2.04	-66.315
2.05	-65.106
2.06	-65.106
2.07	-64.766
2.08	-62.686
2.09	-62.686
2.10	-62.084
2.11	-59.855
2.12	-59.855
2.13	-59.113
2.14	-59.113
2.15	-57.038
2.16	-57.038
2.17	-55.344
2.18	-55.344
2.19	-52.267
2.20	-52.267
2.21	-49.936
2.22	-49.936
2.23	-45.530
2.24	-45.530
2.25	-41.635
2.26	-41.635
2.27	-41.635
2.28	-36.130
2.29	-36.130
2.30	-36.130
2.31	-30.943
2.32	-30.943
2.33	-30.943
2.34	-30.943
2.35	-30.943
2.36	-30.943
2.37	-30.943
2.38	-30.943
2.39	-30.943
2.40	-30.943
2.41	0.000
2.42	0.000
2.43	0.000
2.44	32.556
2.45	32.556
2.46	32.556
2.47	45.356
2.48	52.207
2.49	52.207
2.50	56.088
2.51	56.088
2.52	58.431
2.53	58.431
2.54	59.502
2.55	60.222
2.56	60.222
2.57	59.912
2.58	59.912
2.59	59.285
2.60	58.018
2.61	58.018
2.62	56.570
2.63	56.570
2.64	55.003
2.65	55.003
2.66	53.757
2.67	53.757
2.68	52.053
2.69	52.053
2.70	50.353
2.71	50.353
2.72	48.948
2.73	48.948
2.74	47.774
2.75	47.774
2.76	46.068
2.77	46.068
2.78	44.633
2.79	44.633
2.80	44.633
2.81	43.399
2.82	43.399
2.83	42.115
2.84	42.115
2.85	40.393
2.86	40.393
2.87	40.393
2.88	39.358
2.89	39.358
2.90	39.358
2.91	38.032
2.92	38.032
2.93	37.442
2.94	37.442
2.95	37.442
2.96	36.546
2.97	36.546
2.98	36.546
2.99	35.580
3.00	35.580
3.01	35.580
3.02	34.293
3.03	34.293
3.04	34.293
3.05	33.472
3.06	33.472
3.07	33.472
3.08	32.360
3.09	32.360
3.10	32.360
3.11	31.432
3.12	31.432
3.13	31.432
3.14	30.126
3.15	30.126
3.16	30.126
3.17	30.126
3.18	29.095
3.19	29.095
3.20	29.095
3.21	27.918
3.22	27.918
3.23	27.918
3.24	27.918
3.25	26.998
